id,opinion_lexicon,nltk,afinn,final_score
A3QPMZP040FKCO,0,1,1,1
A2G9ER58W26XT,0,1,0,0
A16YCLRKOU0EV3,1,-1,1,1
A3USZM6HYVCIRZ,1,1,1,1
AFWZXUP3OMJ6L,1,1,1,1
AIFXFHO2N9WJB,1,1,1,1
A2QRZXNPPPY5VU,1,1,1,1
A1ZME7VPN7AQLE,1,1,1,1
A2NT0UTLQLS4YB,1,1,1,1
AVZ3F3PSZSU26,-1,-1,-1,-1
AYN1JIHUFVZ6I,1,1,1,1
AA9EAXQ5PZ8JS,0,1,1,1
A3PUJVPDLWQLVN,1,1,1,1
A137AX2DG2D3QD,-1,1,-1,-1
A96JD9312DHWC,0,1,1,1
A1WWIVFMBFCA8F,1,1,1,1
A3GKMQFL05Z79K,1,1,1,1
A1VVRE6L15FAKL,1,1,1,1
A1AMVC4V396KER,-1,1,-1,-1
A1FZA9C5MVIWHE,1,1,1,1
ALA7ITRHEN2MO,-1,1,-1,-1
A2MHE59W0CVSWO,1,1,1,1
A38ROEF4KQ7H4S,1,1,1,1
AZ3KW35E2BSVV,1,1,1,1
AEQFYOI6YJ83Z,1,1,1,1
A22VC6AZ1CJW8B,0,1,1,1
A2C7NDSMB2AH05,1,1,-1,1
AI46E73DWKD2B,-1,1,-1,-1
A32UU82TUU1VSO,-1,-1,-1,-1
A27HRGURIFIPO7,1,1,1,1
A1V3TRGWOMA8LC,-1,-1,1,-1
A2SY0QKQO1N34F,1,1,1,1
A1FA6OMV8L0BAE,-1,-1,1,-1
A1YUU8OLLOC5E0,-1,-1,-1,-1
A2FJ59CLKUXWKM,1,1,1,1
A3S175V6UMWDSU,1,-1,-1,-1
A3S8N99MBFINTD,-1,1,1,1
AO6GA719WD0TL,-1,-1,-1,-1
A3EFSLEMHNPP6A,-1,-1,-1,-1
A3FNOMJG1MKQYG,1,1,1,1
A121DGWQV512NO,1,1,1,1
AROTQNRZ51CUU,1,1,1,1
A2TETBBOE4A8B5,1,1,1,1
A39P4Q2WO20CAU,-1,1,1,1
A355H049TGU80A,1,-1,-1,-1
A39LN2RS57FJYW,1,-1,-1,-1
A3GFP6QUQH8DRN,1,1,1,1
A1XLRO58VPVR5N,-1,-1,-1,-1
A186LWIDKB0JXJ,1,1,1,1
A1XE7ALEB7QUUN,1,1,1,1
A29HMI5RMTSC3R,1,1,1,1
A3159IXLXZHW9U,0,-1,0,0
AW8G5VS3T7IB3,1,1,1,1
A3LAKFK21AQPSE,1,1,1,1
A3ICDLUQ3V2QY2,-1,-1,-1,-1
A1VW4ZBXKEYTZ9,-1,-1,-1,-1
A12MRCRQV18FEQ,-1,-1,-1,-1
ACEEW8R0TDUWW,1,1,1,1
A18V98FU1N0D6H,1,1,1,1
A2CMEEY9MHO96X,1,1,1,1
A86R2KZIFHKLB,1,1,1,1
ATKY6Q39MU9HB,1,1,1,1
A2UNZRGQN7CDP1,1,1,1,1
A2CC7ZPELJO7F0,1,1,1,1
A1YO38P4WUOA3Q,1,1,1,1
A2XUCI5OE8ASRU,0,-1,-1,-1
ADDZO9UYZE2NT,1,1,1,1
A1W702WG1LC6R3,1,1,1,1
AUUJ3VMABJTIL,1,1,1,1
AG1EFOSWSYCEM,1,1,1,1
A2WXU5EKTP0GL5,1,1,1,1
A3UF11NIFLH9QE,0,1,1,1
A1LLMBAF3XQIP1,-1,-1,1,-1
A26C9IPWY7XDFU,1,1,1,1
AL5RFV0ZQ1IO9,1,1,1,1
A1ESFXPFZWN769,1,1,1,1
A3I7YROGAPT87H,0,1,1,1
A2SPL0BGAV9DMJ,1,1,1,1
A1EUYL3KUP6UKY,0,-1,-1,-1
ANR4WR5SU2U3R,1,1,1,1
A2KNNRKLE4RO8M,1,1,1,1
A1QC1MQ8BEFXTF,1,-1,1,1
A3JM72KP391M2V,1,1,1,1
A26YH615RE72DJ,1,1,1,1
ACCBJXX6ZJLCU,1,1,1,1
A3CTD32536ABTX,-1,1,0,0
A1CZ8JTF1JCI72,1,1,1,1
A3RV4XKMA6BAGE,1,1,1,1
A3CL82UITQJLWS,1,1,1,1
A2PWAPST6JHJWY,1,1,1,1
A7WP90L9QG2BD,0,1,0,0
AP5V6ESC7K477,1,-1,1,1
A3M6X99R341P0G,1,1,1,1
A258EDM8MAZZD6,1,1,1,1
AP3B615GM191G,1,1,1,1
A3F3T8UMTHRFBJ,1,1,1,1
ANPKULUIW0V8S,-1,1,-1,-1
A9RNMO9MUSMTJ,1,1,1,1
A33KZ2CS6WEWYX,1,1,1,1
AZ7SL665RJF5E,1,1,1,1
A1IYZS46NB2CKS,1,1,1,1
AYQ9OC2D8HPC3,1,-1,-1,-1
A34QL4FP5FHL5G,1,1,1,1
A24SP9OBA2OO75,1,1,1,1
A1UK4O9I0AEEZE,1,1,1,1
ANMLDLXXI20ZB,1,1,1,1
A84P2QF6L57YX,0,1,1,1
A2ERF1FLW1MHS2,1,1,1,1
A4JP4T1F95D0A,-1,-1,1,-1
AHF97M45JFCB,1,1,1,1
AFGI1272MSVWE,1,1,1,1
A2M6Q0M563E6V6,1,1,1,1
A2HVL790PBWYTU,-1,1,1,1
AZMDW1ZNOMXLJ,1,1,1,1
A1D2ZN57YG2NMH,1,1,1,1
A3GD9BKIUT3I89,0,1,1,1
A1ANECOZNPF9ZH,0,1,1,1
A3UDYY6L2NH3JS,1,1,1,1
ARIO0LYVA1J8,-1,-1,-1,-1
A9NZCZS7M3JG7,-1,-1,-1,-1
A34GZPHWYPSY2T,-1,1,-1,-1
A39W3263A9HCMN,-1,1,-1,-1
A7IHW6L2HMUYR,1,-1,-1,-1
A1BVN8OVG91D0H,1,1,1,1
A3OVWQ38UBKLLU,1,1,1,1
A11ED8O95W2103,1,1,1,1
A20DRRKAN5Z9Q,1,1,1,1
A8TX80WQE2HDV,0,1,1,1
A297HOYHX10FOD,1,1,1,1
AVOCNUFOXUCA6,1,1,1,1
A2DLDZT5EFJC2U,1,1,-1,1
A32JKNQ6BABMQ2,-1,-1,1,-1
A3TAL94S7D09HR,1,-1,1,1
A2YWDZU5O3SZU6,1,1,1,1
AU8X3ZST8SBKN,1,1,1,1
A1HDG7MWX7VHJS,-1,1,0,0
A2Z82KS3N2PZCY,1,1,1,1
A1X054KUYG5V,-1,-1,-1,-1
A3UCENYN05JAP6,1,1,1,1
A1X2T16VEGVUNA,-1,1,1,1
ASHZRXN8C1R6S,-1,-1,1,-1
ADGTWXUG0IM37,1,1,1,1
A37S3ACL57LN62,-1,1,-1,-1
ADJLWJY392XXS,-1,1,1,1
A10CJINP7KBR4W,-1,-1,1,-1
A13RYD26OASOWN,1,1,1,1
A203IGEMGBSHR3,-1,1,1,1
AER15RIMV8E6D,1,1,1,1
A2M85JGCPOR97Y,1,1,1,1
AZ4LKWCD75RZJ,-1,-1,1,-1
A313H6238N589,1,1,1,1
A1IV823QWM76YS,-1,1,1,1
A25CMSI6S7S63C,1,1,1,1
A1Q6QSDVNK3L7M,1,1,1,1
A166F9FZTF24H0,-1,-1,-1,-1
A1AQII1XXE0G7C,1,-1,1,1
A1UA1NCKJJTV1N,1,-1,1,1
A16WLNBWXNYSGU,1,1,1,1
A3CUTNXV61FBZC,0,1,1,1
A27WUGO3OIM5PA,-1,-1,-1,-1
ARCNRVW7FOAU3,-1,-1,-1,-1
A21ZB4GEHW6B8E,1,-1,1,1
A1304TGWHME5C8,-1,1,1,1
A2RK960ZSBZQ,1,1,1,1
A1E110L9ZKX6FD,1,1,1,1
A3R6914QQ5D32F,1,-1,1,1
AJNOQJJRDOVJW,1,-1,1,1
A1S5ZQ61RFCSOE,-1,-1,-1,-1
A2N7CBNS3MV4L1,-1,1,1,1
AOS5ZBTQX7QIT,-1,1,1,1
A3T6HX48F66512,-1,1,1,1
ACVFTS9X2MKJ8,1,1,1,1
A1W50A0S6B9F3B,1,1,1,1
AKOYMOWGU3HH6,-1,-1,-1,-1
A246EFMQ1K7N4G,1,1,1,1
A3DHQ5WO80X1IZ,1,1,1,1
A2TQWJF8122E9R,1,1,1,1
AVWU1O6TH3SXG,-1,-1,-1,-1
A1TDYLG3ADN02N,-1,1,0,0
A5AIEA4LXWJH3,1,1,1,1
A1OQPZND2HJQ0C,1,1,1,1
A3BUKV7M74C2ZT,0,1,1,1
A3LYWBCPQ5ATFO,1,1,1,1
A1KBT3D1O0LA7L,1,1,1,1
AY4AY8E840K2,1,1,1,1
AUM3YMZ0YRJE0,1,1,1,1
A31U2QT7SAL7K,1,1,1,1
A1S056VJ058B5T,1,1,1,1
A1V0RO7053ZFVO,1,1,1,1
A1QGMIQD8ZYDS8,0,1,-1,0
A18DRIV1PGJSZF,1,1,1,1
A1NPL509WO4PIT,1,1,1,1
A1AOUMPM23BY5A,1,1,1,1
AT49HD5U4ZXEH,-1,1,1,1
AOXL514GEE4AA,1,1,1,1
A1AISPOIIHTHXX,-1,1,1,1
AA0W5KAP5VR7L,1,1,1,1
A10DB0H2NZF11E,1,1,1,1
A3R3I38IZI0618,1,1,1,1
AQP1VPK16SVWM,1,1,1,1
A3P1508PZ0UADD,1,1,1,1
A3LVWAIK5YN22G,1,1,1,1
A3SE51CKHXU9BT,0,1,-1,0
A3GV8NOT0V7T2N,1,1,1,1
AS9FJ29RMCSZW,1,1,1,1
A2TJWJTGGN61QS,-1,-1,-1,-1
A1SYDZC56RH2SK,1,1,1,1
A27PM68ATJIH91,0,-1,-1,-1
A2HT8T5LF487VV,-1,-1,-1,-1
AH1OH4PWR7NV6,1,1,1,1
A1DUWRMZVLRKAJ,-1,1,1,1
A294UQY2B07SHD,-1,1,1,1
A3QNQQKJTL76H0,-1,1,-1,-1
A2WE24HCTKKM4X,-1,-1,-1,-1
A2R70OGNRCIPJM,-1,1,0,0
A3GVCUEQZ4W1NU,-1,1,-1,-1
A2ATWKOFJXRRR1,1,1,1,1
A1W6I2VUOWRE56,1,1,1,1
A2Y2L2TRP2Q4AS,0,1,1,1
AGC3LQMMYX1RY,1,1,1,1
A12Q0LLN5R2XAG,1,1,1,1
A32F4BIKTM1G7W,1,1,1,1
A2LP5T3EVFV5V9,0,1,1,1
A1HMNDO4IUFB0P,1,-1,1,1
A3FB8ANM6OBVLK,0,-1,-1,-1
A3KO1QOAMYHWY4,1,1,1,1
A31CJMS9UX495H,1,1,1,1
AAUHB9T8KZH2Q,0,-1,1,0
A35O4GF6YAJ50Z,1,1,1,1
A26VYP814GZSWZ,1,-1,-1,-1
A2P2JXU9JEYNV3,1,1,1,1
A1E3F8WR57NKBL,0,1,1,1
A2RYGFSQXPBVSZ,1,1,1,1
AER15RIMV8E6D,1,1,1,1
A38600ZDQ4Z1X0,-1,-1,-1,-1
AGR5FHTWYDCBS,-1,-1,0,-1
AXJ5W4AMDDO7B,-1,1,1,1
A16HHVXUQK3K1Z,-1,-1,-1,-1
A3JMVOUPFJED2I,0,1,1,1
A2DFHFPT77BSA2,-1,1,-1,-1
A1K4QIVLIL0KVK,0,1,1,1
ALVYYUIYYPUX5,-1,-1,-1,-1
A360Z7AKOTB90R,1,1,1,1
A26X32MRF6ELYE,0,1,1,1
AU4LLIAZ9PGEJ,1,1,1,1
A35UVDJTA26KIR,0,-1,-1,-1
A133CUOCQTPKTT,1,1,-1,1
AYWSFRCIMOAYE,1,-1,-1,-1
A3PDJ5XPAKP07W,1,1,1,1
A29S1MTFU2DJMW,-1,-1,-1,-1
A36K2N527TXXJN,1,1,1,1
A2DDP69VU2TODJ,-1,-1,-1,-1
A2M8I0UNER3NMP,1,1,1,1
A3KT2RQJ1LP4EF,1,-1,1,1
A82R4WKX62LEK,1,1,1,1
A2341EETXMRMEN,1,1,1,1
A1D88GB7EBFQOA,1,1,1,1
A1NLJT22OOPC9H,1,1,1,1
A12XRMMPDPUPKH,-1,1,0,0
A14T4RYJH1CYDO,1,1,1,1
A3E975KR2HRERX,0,-1,-1,-1
AOIFNL9ZHM5J9,0,-1,0,0
AFMUUJT7J32LN,1,1,1,1
A31X4DOV3VZURV,0,-1,-1,-1
A1I9SG7OVV4USH,0,-1,-1,-1
A274PXEPX1ES5Z,0,1,1,1
APQ4TE84LCWQR,0,-1,-1,-1
A1EAZHE4PM8PNV,1,-1,1,1
A19KXPPK2R2FU5,0,-1,0,0
AJQPRZJ7IZ6II,0,-1,0,0
A237J1BFZ0MD4C,-1,1,1,1
ANL8KVI9QF8PS,0,1,0,0
ARYSE5JQ3AG7L,1,-1,1,1
A1HHLUWU3QU1QV,-1,1,0,0
A2Y88A36T4NTX,0,1,1,1
A2QMZA6F2YW9F5,-1,1,1,1
A358GP3IQJO96V,-1,-1,0,-1
A186J0MIIV3QC1,0,-1,0,0
AZYJG5MEQ7P1B,-1,-1,-1,-1
A1BRXLWP985V4E,-1,-1,-1,-1
A1E6YNW2FVAY7C,1,1,1,1
A14Z3N2QDCEFNV,1,-1,1,1
AU25GMX57XBVO,1,-1,1,1
A3O536E2YOKK4Y,1,1,1,1
A38ADN0KIWN7N3,0,1,1,1
A1PIRNQ1I06XTV,-1,1,1,1
A3R8PXSFGY9MC2,1,1,1,1
A370Z6I5GBWU44,1,1,1,1
A2L7WYA5OENV03,1,1,1,1
AL9WKVMRI6GFB,1,-1,1,1
A1C80B497LCYKA,1,-1,1,1
AWV5L1UWCY1LR,0,1,1,1
A2MRNSLK9W29O1,1,1,1,1
AVTJEWTCJ3PBE,1,1,1,1
A3M4RX73YKFQZ6,1,1,1,1
A1AD0R2W3E7KMK,1,-1,1,1
AA7P2NEC94K79,1,1,1,1
A2TI2PK0HUZ2SP,1,1,1,1
A3QNL6TGXIA8YC,1,1,1,1
A2RW7HXNEJ0QTQ,1,-1,1,1
A1ER6IYOMM8VCT,1,1,1,1
A2METOIMLRZOXC,1,1,1,1
A1U0QRPXO0R14K,1,1,1,1
A3HKSQRKR4D501,-1,-1,-1,-1
A2582KMXLK2P06,1,1,1,1
A5N992ESD6UHW,-1,1,1,1
ALLIGF5OZM1I6,-1,1,1,1
A1ZR8F86DJRVLX,1,1,1,1
A2KAK9Y12N7CQ3,1,1,1,1
A1JVSIWDF0WT22,1,-1,-1,-1
ARVGQVXVUPPBF,0,-1,0,0
AER15RIMV8E6D,1,1,1,1
AQR22MPF45M3P,1,1,1,1
A1NLO4JVLEGGRJ,1,1,1,1
A3T66CI257EYWX,-1,-1,-1,-1
A1TLZCRQ0ZYSYK,-1,1,1,1
A2N8AFQV49WYJI,0,1,1,1
A4RBWH5IMQBXZ,1,1,1,1
A3A8H9F0VRZ6Y8,-1,1,1,1
A2QLRFA2PVUOAF,1,-1,1,1
A1ZMKKB08TXHPM,-1,1,1,1
A2BJAET1P9QUGZ,1,1,1,1
A2ER8G4JJJ7XER,1,1,1,1
A2BM0SID7AGN4P,1,1,1,1
A1TTN5AGHRRF2M,1,1,1,1
AMDUVXKX5Q844,-1,-1,1,-1
A1O46RR2M2T963,1,1,1,1
A9NGT84Z0ADZ6,1,1,1,1
A6HZN83OUPYRN,1,1,1,1
AY6LRKWXVKO2M,1,1,1,1
A2LUD3RPEPNX14,1,1,1,1
A2RF9BXMSYDRES,1,1,1,1
A17CEOVPM6AZTY,-1,-1,-1,-1
A2HUEFO3MVT61O,1,1,1,1
A2NHWW0XOBGC2Q,1,1,1,1
AHP5CXYHWEKTA,0,1,1,1
A1JWJPTMS50UK7,-1,1,1,1
A3KKM0T1KY42HA,-1,1,1,1
A2B3Z2QHW3V35S,1,1,1,1
A3S1BCKAKBTRSS,0,1,1,1
A1YKTQUYIDTHVS,-1,-1,-1,-1
A2D0PJFW2VY8G,-1,1,1,1
A1721ZDUCRYL6C,1,1,1,1
A1A3SKFFI43ZN3,1,1,1,1
A1CRU79A1O9Z7Y,1,1,1,1
A3JV7KL1ECLZB8,1,1,1,1
AQ6J4B5WLGRJ5,1,1,1,1
A103ZG6ASSR7UT,1,1,1,1
A2NYNH3FVMP7J4,0,-1,0,0
A3KHOFC9GOWQY7,1,1,1,1
A1B3E14QCCMCYZ,0,1,1,1
A1K48E3LSAHSJD,-1,1,1,1
A3O0Q743WSQ2AJ,-1,-1,1,-1
A1YFG3PQ7K7A02,1,1,1,1
A3Q0SH6CX7749Q,-1,-1,0,-1
A134K1N1C8VC37,0,1,1,1
A33X3IO6O9J4WH,1,1,1,1
A1LGHN8HS3W9OF,1,1,1,1
A21FYXKCUBHBUN,1,1,1,1
A348XHBP7VIJBH,1,1,1,1
A1OENKLKBSKP7V,-1,1,0,0
A3CMJKVO4K57GR,-1,1,-1,-1
A18MMI1E0IC8OM,1,1,1,1
A2RGVXOOOANPSM,1,1,1,1
A3UXEO1NM548TH,1,1,1,1
A2UYS8MBIMM2RD,1,1,1,1
A5AKYC6XQQN9J,1,1,1,1
A2POFUU2U3X96U,-1,1,1,1
A34GZPHWYPSY2T,0,1,1,1
A2TZXOQUF5LA43,1,1,1,1
A3EFBFA3KJD4G9,1,-1,1,1
A1M3YPX55NPZL7,0,1,1,1
A3H6M8VNUONN1R,1,1,1,1
A19BK539RB766A,1,1,1,1
A2OKOUUTB2B2MX,1,1,1,1
A1V471YRYDHUQE,1,1,1,1
A2ANBZFSSIYJMS,1,1,1,1
A2WZ5A5GWUMDQH,1,1,1,1
A11Q4DC4YPPZGF,1,1,1,1
AWRNKSYPCTCG9,1,1,1,1
A388G2KSVZX24U,1,1,1,1
AKUZFBPFMQBNO,1,1,1,1
A2BFCI9XJMUZB9,1,1,1,1
A200JE8EINRG9J,1,1,1,1
A341SUXSKVWXVF,1,1,1,1
A2I3D2OQ4QYWN4,1,1,1,1
A3CVGBVY1AT88K,1,1,1,1
A2GGOPJ0O8KL2F,1,1,1,1
AC0KYZJ1PN4E2,1,1,1,1
AN26CTB52ZBX5,1,1,1,1
A149KBE47CBLYD,1,1,1,1
A2YDFCVH1TRB07,1,1,1,1
A3BUWPLGY8AOAU,1,1,1,1
A383PPSVXNB0NB,1,1,1,1
A3JOA3HIFPVBL6,1,1,1,1
A8E3LKIAAQ3LX,0,1,1,1
A3P7N5BJQYPMPW,1,1,1,1
A3T3V9PQ67CMVK,1,1,1,1
A38AEHR2C7490V,1,1,1,1
A2JKY31R64UEAC,1,1,1,1
A3LBQ6BXXFSFXM,1,1,0,1
A14KCHP6FKA8LD,1,1,1,1
A28P81U04LF41Z,1,-1,1,1
A19TQ1J0ATDRSP,1,1,1,1
A2ERNWETXKNJS0,1,1,1,1
A3V1Z8DPK67EU6,1,1,1,1
A2AUSALGKJJONN,1,1,1,1
ACZ2CLZ2WNBBD,1,1,1,1
A6RE8H3TA3FYN,1,1,1,1
A2WOOJ1W0H3TX1,0,1,1,1
A4W3TEZW43ZCA,1,1,1,1
A3N5ICF4N3D1P,1,1,1,1
A1Z34EL14MLYUG,0,-1,-1,-1
AGVVGZ6HOI5HT,1,1,1,1
A2XFSZYQB9UJD2,1,1,1,1
A2QE8OSHVY9EJ5,-1,1,-1,-1
A344VV6O4LPTCG,1,1,1,1
AJDQ5EBQNDGLF,1,1,1,1
AWJTN2RH6JX90,1,-1,1,1
A3JP1MFDF5AWUW,1,1,1,1
A32JZ9XNHMNWOO,1,1,1,1
ALW7PCAZ0QX93,1,-1,-1,-1
A385Y8KNR982TL,-1,-1,-1,-1
A33BD2XAL3ZRDX,1,1,1,1
A1VZLLDNLURGJB,1,1,1,1
A4MKZPGV1YFL3,1,1,1,1
AWZKJ33CJOZY6,1,1,1,1
A1Y5H14F3FUI1X,1,1,1,1
A1FQSRS6P88639,-1,-1,-1,-1
A242IFN64X6R4E,1,-1,1,1
A2S9UMIBRBBRUO,1,1,-1,1
A323DFWLSPPGIT,0,1,1,1
A28IOJD2GWUD5D,-1,1,-1,-1
A33QZRG4A2CKLU,-1,-1,0,-1
A28B47KE7UJDZH,0,-1,1,0
AIXB36ZXHQUEY,1,1,1,1
AAMI6DR8HLVSN,0,1,1,1
A10X5D8JIK3QMS,1,-1,0,0
A2GY1RFRDDWFEO,1,1,1,1
A12LEQ9DR63T20,1,1,1,1
A3LH77PBDFEO3F,1,1,1,1
A2KSQHHNJB93O,1,1,1,1
A19ELFMMKB83HC,1,1,1,1
AH1OH4PWR7NV6,1,1,1,1
AFMEEXD78S9KI,1,1,1,1
A2HTOSQIO7LKPQ,1,1,-1,1
ATWHA2VIWDMFD,1,1,1,1
A32FB6G2H4ULR5,1,1,1,1
A3K0E9JKGAHI5T,1,-1,1,1
A369XPXR47NQPZ,-1,-1,-1,-1
A38GAOW7P61WV,1,1,-1,1
A23IMHDBG60AVV,1,1,1,1
A3EKQV7J4GE13R,1,1,1,1
A3FEQXNCFC68KC,1,1,1,1
A1KP0IVWU0RQ0A,-1,1,1,1
A3I78A6XPF14HS,1,1,1,1
A3VV4GUGLUVUP1,-1,-1,-1,-1
A157GIR4YJXQLH,0,-1,-1,-1
AJIP72W023RD7,-1,1,1,1
A3KX3CTPV9U41R,1,1,1,1
A3JJUW47D3AS9C,-1,-1,-1,-1
AUZDGSJWO74RS,1,1,1,1
AFNE5TELQCZSK,0,1,1,1
A21YS775CE1O3X,1,1,1,1
A2ELFPQQ2FTC8R,1,1,1,1
AK2AQIULQDFS5,1,1,1,1
ASY1YZ0D1KTGR,1,1,1,1
A1U3CI169QDFUU,1,1,1,1
A1T0OJYXT2B9MT,1,1,1,1
A3L7XKLTP12MX9,1,1,1,1
A2F96GST4QDRE1,1,1,1,1
A1YB29BIDULEYE,-1,1,1,1
A2PV6GK1HV54Y9,1,1,1,1
A279AU7MXJ765T,1,1,1,1
A3AB4DLKEWA7FN,0,1,1,1
AQMFQN52LO6PO,0,1,1,1
A33PNAQ33DGBJG,-1,1,1,1
A15MLF38WROSWU,0,1,1,1
A38UBVJEV1LLS7,0,1,1,1
A13Q6DZC1WZ9K6,0,1,1,1
A1CAZ14BI92EOU,1,1,1,1
A1B350OHYHQTGX,-1,1,-1,-1
A2B2UNJXOIH1L,1,1,1,1
A1TK6R2JSC97HL,-1,1,1,1
A18JZ5FSU7CXWO,1,1,1,1
APYC3DKC6I0V7,1,1,1,1
A10GI7HCPT27SZ,1,-1,1,1
A2XWYXKPQL45SS,1,1,1,1
AXQXD1FKPVDQ1,-1,1,1,1
A14JN0SRDOUS59,1,1,1,1
A2BZIFJKICNJVG,0,1,1,1
A3FS107ZKRPQYR,-1,-1,-1,-1
A9P9XQ7H3SYBN,0,-1,0,0
ATJR9PIZKJ26Y,0,1,1,1
A2DWWZ6QIWBJ8D,1,1,1,1
A22H5UMEDSV8K5,0,1,1,1
A1L8HRCM60W0W7,0,1,1,1
A2ROFDOV4T8EGO,1,1,1,1
A1LDIMQISH07WK,1,1,1,1
A1W4OHE7P8UQ9K,-1,1,1,1
A2LWYALSOIU2BB,1,1,1,1
A3HTX1NOTTWERP,1,1,1,1
A2I5O8AEFU1SOK,1,1,1,1
A1FML9FCUPV6TI,1,1,1,1
AF2ZT2LQTSXRJ,1,1,1,1
AT3MFVHKU119K,1,1,1,1
A2D6OJS5JY8CST,1,1,1,1
AZOW89D0NXMUT,1,1,1,1
A11R16C1ZKEWOI,1,1,1,1
A340MUN5D89YTC,1,1,1,1
APEFM2FB9GZ9P,1,1,1,1
A1R602SXNGOMJ4,1,1,1,1
A1I47ILGAVPW7K,1,1,1,1
A6EDKKPHMFPJZ,0,1,1,1
A2C21DQ4FQARGV,1,1,1,1
AAX9ZIMIYJ77W,1,1,1,1
A14N5L5T089VX3,1,1,1,1
A18O9Q6E4K1S8P,1,1,0,1
ANCOMAI0I7LVG,1,1,1,1
A3JLOIXFM75QNV,1,1,1,1
A6SQ095S221ES,1,1,1,1
A11IK2JUA3Z2KX,1,1,1,1
A2UX5ABICURKL5,0,1,1,1
A22JYJRVBHK4OF,1,1,1,1
AIRS7P0JHCTOD,1,1,1,1
A3VEA7ACJUPTZ4,1,1,1,1
A14G152GBAETOQ,1,1,1,1
A2R4XG0L7Z01V8,1,1,1,1
ALYNGYC6F7LEX,0,1,1,1
A2LP20N7QBM6EF,1,1,1,1
A3LU79BYMWZEW9,-1,1,1,1
A1LDIMQISH07WK,1,1,1,1
A2YERZIIW4HRSB,1,1,1,1
A37MH7ICH80QOX,1,1,1,1
A267IXCC7UK1HY,1,1,1,1
A2B3Z2QHW3V35S,1,1,1,1
A2ME54VBV2EPQ5,1,1,1,1
AVD0FQGZ6C0YX,1,1,1,1
A1NAF9M7OCAD9O,1,1,1,1
AOYTQFRLD8VLP,-1,1,1,1
A78W6P5ALYXK0,1,1,1,1
A3UE57S8G2G72Y,1,1,1,1
AHIK7BUXFRMT8,1,1,1,1
A1X054KUYG5V,1,1,1,1
A3NBL1LVUAGU2,1,1,1,1
A27H9DOUGY9FOS,-1,-1,-1,-1
A3UAIEHXTUT85G,-1,1,1,1
A26CJ1WCN0RMUA,-1,-1,-1,-1
A3LZGLA88K0LA0,1,1,1,1
A1XT8AJB7S9JJG,-1,-1,1,-1
A37DCG2IVVHH4V,1,1,1,1
AN9RC312JH57W,1,1,1,1
AIXRJV8JOT7H7,-1,1,0,0
A5WHY0MAMTS2T,1,-1,-1,-1
A8GRLH1ZGOPDJ,1,1,1,1
A1H8M4PCT4VCEV,1,1,1,1
A1M4027KTXCH5J,0,1,-1,0
ARIQPZSDGX7TI,1,1,1,1
ATMYXZNDU29YI,-1,-1,0,-1
A146H6A41B26QT,-1,-1,-1,-1
A3S8OG8Y4T807M,1,1,1,1
A2RK0R0PXOMKUX,0,1,1,1
A3DFYKA8B5LW8H,1,1,1,1
ARSVQBIHOLFKH,1,1,1,1
A2M4R8R6SU049A,1,1,1,1
A2UCZSOKI9K9QB,1,1,1,1
A3K518FM6CJM8,1,1,1,1
ADS5APY1NKTL4,1,1,1,1
A1UJRJFVFC18HQ,-1,-1,-1,-1
ANEZJYKUDNJYQ,1,1,1,1
A2JPJHDE3B5M3V,1,1,1,1
A20EEWWSFMZ1PN,1,1,1,1
AAPLNNDW7AD1Z,1,1,1,1
A3GYX68OTTM25K,1,1,1,1
A20EEWWSFMZ1PN,1,1,1,1
AG7MOALK4H5PR,1,1,1,1
A2UVUE2S0G8VAD,1,-1,0,0
A1UYNO24EXETXE,1,1,1,1
A2G274W2RC1AV0,1,1,1,1
A1ZUL48XKNLOJ0,1,1,1,1
A1VWEV40QIK4SD,1,1,1,1
A3VB2Z2JAKIBK2,1,1,1,1
A2J4JLSSZS1DAI,-1,-1,-1,-1
A3ERUMRPFXPZO0,1,1,1,1
A3M6NRF2YTCYID,0,1,1,1
A1LP5R0TMTVMM4,1,1,1,1
A3N96NGD8PRGZ2,1,1,1,1
A3GKJ68VA8WFY2,1,1,-1,1
A2B21BENI1JW7C,-1,-1,-1,-1
A3NQOYTQ23PNYZ,-1,-1,-1,-1
A13ICU25K2WR0L,1,1,1,1
A3RKXVQ2SO9GO6,1,1,1,1
A3AXC959W4KJ6W,1,1,1,1
A2JQ7GO1BG6IDY,-1,-1,-1,-1
A2A4LIJUP8RQ7L,0,1,1,1
AYRVGS35K3F32,1,1,1,1
ASA25YBAQ0SHE,1,1,1,1
AC1GIF9O6UJL1,1,1,1,1
A1TA569EOBEMRO,1,1,1,1
A2LI09QK42NF1E,1,1,1,1
A2KXB5AJ0G8EWO,1,1,1,1
A238AJ6OJ21CO7,0,1,-1,0
A3L9VCA591DGDQ,1,1,1,1
A2QO1T744JZYFA,1,1,1,1
A36WPFB4QYPKEM,1,1,1,1
A1XY417YALQB6G,1,1,1,1
ASLQKSVDAHZ6R,1,1,1,1
A1FK05I1A4UO0P,1,1,1,1
A2W0XNVTWHJ3JC,1,1,1,1
AYMVKO0YP7HXA,-1,1,1,1
A39BGN8JA7CIFX,1,1,1,1
A1TPWXPJ4GUXW0,1,1,1,1
A35SH3EDCHPMTZ,1,-1,1,1
A1M8AYAL3L8ACP,1,1,1,1
A1XGFVX70SHQK8,1,1,1,1
